# NparB  lmaxB  NparF  lmaxF  L   gb    E/Npar        (gbf = gf = 0)
  5      4      1      any    0   1.7   2.5585238909
  5      4      0      any    0   1.7   3.0702286691
  4      3      3      5      0   3.5   8.1277782268
  4      3      3      1      0   3.5   8.1277782268
  4      3      4      5      0   3.5   23.4058459298 *************
  1      1      4      5      0   any   39.4784176044
  0      1      4      5      0   any   49.3480220054
  5      0      3      5      0   0.0   4.9348022005
